RHOB,GR,DEPTH_MD,NPHI,PEF,DTC
1.876603961,66.227729797,1249.056,0.5553068519,2.4377830029,150.71975708
1.8904079199,65.056350708,1249.208,0.5417423248,2.4188699722,150.11906433
1.9021998644,65.558654785,1249.36,0.5507156849,2.4242405891,150.02047729
1.9063507318,65.05015564,1249.512,0.5392353535000001,2.4391121864,148.28520203
1.9063251019,64.560974121,1249.664,0.5145317911999999,2.444103241,146.87423706
1.9044122696,65.161766052,1249.816,0.5266845822,2.4333734512,146.48022461
1.8986862898,66.604393005,1249.968,0.5611953735,2.3700141907,144.52243042
1.8850528002,66.28414917,1250.12,0.5686706305,2.314530611,144.68170166
1.8622336388,64.585571289,1250.272,0.5600271821,2.3568980694,146.28463745
1.8267891407,64.317604065,1250.424,0.5617679954,2.6395087242,148.06697083
1.7878535986,64.40801239,1250.576,0.5752173065999999,3.1574361324,148.35144043
1.7690720558000002,62.656543731999996,1250.728,0.5658305883,3.6298573017,150.74299622
1.7900022268,63.099533081000004,1250.88,0.5355458856,3.6974673271,150.11932373
1.8326408863,66.64308929399999,1251.032,0.5294681787,3.402233839,149.40609741
1.8620218039,69.191963196,1251.184,0.5351353884000001,3.0875918865,148.8115387
1.8763253689,69.129898071,1251.336,0.530795157,2.8016242981,148.11849976
1.8866622448,68.154953003,1251.488,0.5116503239,2.5428197384,145.93307495
1.8973269463,70.279762268,1251.64,0.4914700091,2.4274091721,144.60914612
1.9020004272,72.07232666,1251.792,0.4736084044,2.455852747,144.41864014
1.8997936249,71.042785645,1251.944,0.4702538252,2.4929425716,145.68002319
1.899785161,68.643493652,1252.096,0.4724173248,2.4296162128,146.25660706
1.9065665007,67.655143738,1252.248,0.4926382601,2.3194682598,148.35174561
1.916985631,69.08102417,1252.4,0.5147131681,2.2553567886000003,149.40542603
1.9244716167,71.577583313,1252.552,0.5370030403,2.22788167,148.29641724
1.9245529175,72.050018311,1252.704,0.5752215981000001,2.1933271885,147.03741455
1.9204723835,71.514923096,1252.856,0.6014902592,2.1789441109,146.61163330000005
1.9212896824,70.549530029,1253.008,0.6086137891,2.2657682896,146.94248962
1.9263215065,71.017074585,1253.16,0.5746663809,2.4206259251,147.51339722
1.9278808832,72.273040771,1253.312,0.5296239853,2.5301496983,149.5222168
1.9297481775,73.401672363,1253.464,0.5240919589999999,2.5598394871,150.30180359
1.9415205717,75.224136353,1253.616,0.538084805,2.5351724625,149.90965271
1.9648126364,75.184028625,1253.768,0.5230317116,2.5001897812,149.5015564
1.9844144583,74.875328064,1253.92,0.4810951948,2.4670495987,148.67918396
1.9852125645,73.87802124,1254.072,0.4566597939,2.4358816147,148.09915161
1.9735560417,71.541000366,1254.224,0.4778000116,2.4031143188,147.53170776
1.9603824615,69.51081085199999,1254.376,0.5075881481,2.3657178879,146.9365387
1.9544434547,67.644790649,1254.528,0.5117111802000001,2.3396728039,147.07643127
1.9565094709,68.85201263399999,1254.68,0.5012825727,2.3527030945,147.06704712
1.9580085278,69.42831420899999,1254.832,0.4983839095000001,2.4415626526,149.04586792
1.953255415,68.737983704,1254.984,0.5032047033,2.5441644192,150.29898071
1.9408605099,67.87033844,1255.136,0.5049969554,2.5725591183,150.67768859999995
1.9248118401,67.41120147699999,1255.288,0.5035196543,2.5070772171,151.27735901
1.9110732079,67.183578491,1255.44,0.5062159896,2.4281527996000003,151.27033997
1.9070010185,62.971294403,1255.592,0.5201459527000001,2.4086408615,150.94509888
1.9162297249,59.40707016,1255.744,0.5255432725,2.414886713,150.67611694
1.9325354099,58.05266571,1255.896,0.5181623697,2.4268898964,149.81561279
1.9427684546,62.56573104899999,1256.048,0.4893189669,2.4145512581,148.0357666
1.9417369366,68.64537048300001,1256.2,0.4673678279,2.3819873333,146.89862061
1.93358922,69.615325928,1256.352,0.4721181393,2.3712170124000003,145.18449402
1.9244064093,67.957855225,1256.504,0.486572057,2.4056558609,144.13040161
1.9177955389,67.908279419,1256.656,0.4984754324,2.4298906326,144.1146698
1.9150537252,71.191375732,1256.808,0.504370749,2.3666749001,144.35414124
1.9187203646,71.562530518,1256.96,0.5231528282,2.2657802105,145.37171936
1.9229408503,68.410682678,1257.112,0.5396401882,2.2140715122,145.98869324
1.9229260683,68.04973602300001,1257.264,0.5256112814,2.2195603848,146.60301208
1.9156130552,69.978996277,1257.4160000000004,0.4989876747,2.2552053928,146.88780212
1.9111150503,72.615600586,1257.568,0.4772848785,2.3168051243,147.0050354
1.9195975065,71.18122863800001,1257.72,0.4864975512,2.4041597843,147.12512207
1.9364544153,69.361335754,1257.872,0.4995437264,2.4628567696,147.24385071
1.9476886988,68.05542755100001,1258.024,0.4935644567,2.4676439762,147.44703674
1.9448361397,67.502243042,1258.1760000000004,0.4781289101,2.4366464615,146.67417908
1.9359314442,66.18598938,1258.328,0.4825763404,2.4004497528,146.24034119
1.9277853966,66.25270080600001,1258.48,0.4916033745,2.3503026962,145.36729431
1.9188882113,66.367332458,1258.632,0.4899683893,2.2535362244,145.13807678
1.904091835,66.848930359,1258.784,0.4994504154,2.1494944096,145.31785583
1.8842300177,65.905052185,1258.936,0.5453594922999999,2.0872614384,146.36363219999996
1.8675889969,65.475257874,1259.088,0.5935135484,2.0988342762,148.20251465
1.863183856,65.58691406300001,1259.24,0.6262503862,2.1714944839,148.41748047
1.8714751005,64.89017486600001,1259.392,0.6312833428,2.2575757504,149.37670898
1.8866735697,66.743278503,1259.544,0.6107479334,2.3410608768,149.41241455
1.8985458612,69.21920776399999,1259.696,0.5785825849,2.3872983456,149.18577576
1.9006999731,70.116867065,1259.848,0.5341842771,2.4170401096000003,150.56028748
1.8970935345,67.427993774,1260.0,0.5017584561999999,2.4485332966,150.97151184
1.8906948566,67.823051453,1260.152,0.4932293594,2.4868769646,150.05210876
1.8903166056,71.6068573,1260.304,0.5031844974,2.5094153881,149.02307129
1.8962097168,76.054458618,1260.456,0.5140074492,2.5288579464,149.66401672
1.9055070877,77.269638062,1260.608,0.5183716415999999,2.5342030525,150.06021118
1.9099978209,76.853775024,1260.76,0.5189653039,2.4995872974,149.78312683
1.9087061882,76.288368225,1260.912,0.5405178666,2.4182751179,149.42657471
1.9044302702,74.84097290000003,1261.064,0.54063344,2.3761510849,148.67831421
1.9021365643,71.844413757,1261.216,0.5155855417,2.3931965828,148.5854187
1.9011846781,73.310325623,1261.368,0.4983445406,2.4486117363,148.55352783
1.9022589922,74.006889343,1261.52,0.4828784168,2.4796574116,148.7026825
1.9020751715,73.435913086,1261.672,0.4950359464,2.4735314846,149.82983398
1.9022036791,71.543296814,1261.8239999999996,0.4959757924,2.4093639851,150.14759827
1.9069077969,72.870559692,1261.976,0.5013062954,2.330745697,149.90571594
1.9131174088,77.285140991,1262.128,0.5010160804,2.2871880531,149.72698975
1.9170349836,77.615730286,1262.28,0.5081410408,2.2814464569,149.43507385
1.9201748371,77.061378479,1262.432,0.517999351,2.2915449142,149.68244934
1.9256993532,71.844573975,1262.5839999999996,0.5317299366,2.3100278378,150.73002625
1.9309372902,65.50378418,1262.736,0.5384001136,2.376657486,153.98344421
1.9273107052,62.972518921,1262.888,0.5316178799,2.4594922066,157.78738403
1.9192276001,66.027549744,1263.04,0.5140699744,2.5099933147,159.45005798
1.9069743156,71.011856079,1263.192,0.5039768815,2.438192606,158.71510315
1.8907419443,71.80947876,1263.344,0.5426693559,2.2958228588,155.40138245
1.8726135492,72.42427063,1263.496,0.5936074257,2.1522405148,149.82844543
1.8578330278,73.49982452399999,1263.648,0.6053318977000001,2.0932998657,144.62431335
1.8556983471,71.006126404,1263.8,0.5693765283,2.0862607956,141.84927368
1.8603979349,68.392700195,1263.952,0.5293465257,2.1205506325,143.51303101
1.8732987642,66.084335327,1264.104,0.5416324139,2.1366693974,148.75920105
1.8867708445,66.948165894,1264.256,0.5526740551,2.1416244507,153.65284729
1.9012317657,69.33747863800001,1264.408,0.5346970557999999,2.1525521278,155.12179565
1.9129112959,70.544654846,1264.56,0.483150363,2.1991276741,154.74531555
1.9216454029,69.385169983,1264.712,0.4562647939,2.3053953648,154.69305419999995
1.9261935949,64.641220093,1264.864,0.4705812931,2.4185979366,154.01280212
1.9282251596,60.91432952899999,1265.016,0.4779028893,2.5174593925,151.65205383
1.9337126017,56.787906647,1265.168,0.4618470967,2.5327739716,149.32917786
1.9408597946,59.797222137,1265.32,0.45731318,2.5039761066,149.00698853
1.9521634579,60.933815001999996,1265.472,0.4777765274,2.4841992855,148.95851135
1.9574000835,65.886871338,1265.624,0.491630435,2.4759409428,148.29498291
1.9541982412,66.185005188,1265.776,0.4805995524,2.4677491188,148.95401001
1.9396915436,65.16189575199999,1265.928,0.4804050624,2.3736474514,150.68769836
1.9176262617,63.089710236,1266.08,0.4874988794,2.2539000511,150.77088928
1.9000566006,59.03377914399999,1266.232,0.4896617532,2.1345953941,149.784729
1.8872847557,58.161003113,1266.384,0.4813447595000001,2.049382925,150.30010986
1.8817833662,60.821956635,1266.536,0.5012106895,2.0157945156,151.84643555
1.8833976984,64.74256134,1266.688,0.5238316654999999,2.0382754803,153.45779419
1.8894257545,68.42378234899999,1266.84,0.5187010168999999,2.1376099586,155.25630188
1.9036684036,68.014961243,1266.992,0.4973079264,2.2571637630000003,156.69441223
1.9210225344,64.879959106,1267.144,0.4680503309,2.3499491215,157.10702515
1.9389055967,63.357040405,1267.296,0.4548975229,2.4206001759,157.24943542
1.952218771,66.068740845,1267.448,0.4588046372,2.527046442,156.04443359
1.9640578032,68.63597106899999,1267.6,0.475599885,2.6174271107,153.095047
1.9738248587,70.486564636,1267.752,0.4994656742,2.721154213,151.6342926
1.9782668352,66.886741638,1267.904,0.4991974533,2.7478945255,151.17501831
1.9724863768,63.75203704800001,1268.056,0.4857686162,2.7387297153,150.54370117
1.9679163694,63.457984923999994,1268.208,0.4676472247,2.6243233681,150.3142395
1.9669783115,67.630523682,1268.36,0.4706761241,2.4988913536000004,150.76467896
1.9684000015,70.04692077600001,1268.512,0.4981100857,2.4826090336,151.96990967
1.9677593708,69.214645386,1268.664,0.5126043558,2.5027723312,152.95750427
1.9657268524,67.986427307,1268.816,0.5055040717,2.5092709064,153.36366272
1.9644875526,72.272880554,1268.968,0.4907839,2.5217525959,154.40776062
1.9593433142,74.446723938,1269.12,0.5223433375,2.5904214382,155.14175415
1.9511903524,73.26890564,1269.272,0.5833516717,2.6977024078,154.59681702
1.9431787729,67.872779846,1269.424,0.6016573906,2.7071745396,153.33639526
1.9365992546,67.769882202,1269.576,0.5966667533,2.6267082691,151.12586975
1.9337100983,70.027679443,1269.728,0.5651959777000001,2.5315670967,149.53985596
1.9306999445,71.82660675,1269.88,0.5398478508,2.5019953251,148.70295715
1.9317920208,70.886009216,1270.032,0.4978487492,2.5239770412,147.87353516
1.9387522936,68.016151428,1270.184,0.4833658636,2.5557982922,146.38525391
1.9532285929,69.382629395,1270.336,0.5157885551,2.5558998585,146.02073669
1.966727376,66.547576904,1270.488,0.5434342622999999,2.5250871181,147.39187622
1.9728518724,64.673980713,1270.64,0.535202086,2.5664000511,148.51879883
1.975445509,62.600021362,1270.792,0.5041027069,2.6358277798,150.29426575
1.9774378538,61.617500305,1270.944,0.4870833457,2.656681776,151.85655212
1.9764024019,63.535526276000006,1271.096,0.5005251169,2.5698866844,152.74673462
1.9732395411,63.76714325,1271.248,0.4958233833,2.4325609207,153.35350037
1.9728604555,66.000198364,1271.4,0.4792867303,2.3643803596,153.70536804
1.9707639217,64.962219238,1271.552,0.4492480457,2.3694314957,153.50350952
1.9617832899,62.047122955,1271.704,0.4683914781,2.400837183,152.72016907
1.9488903284,63.089584351000006,1271.856,0.4925222695000001,2.4358713627,152.46035767
1.941666007,62.629261017,1272.008,0.495080322,2.4295101166,152.24475098
1.9410669804,64.322967529,1272.16,0.477125138,2.4321658611,151.15051269999995
1.9474986792,65.68043518100001,1272.312,0.4598203301,2.4466567039,149.87271118
1.9517353773,68.893211365,1272.464,0.4857450128,2.5171041489,150.57612609999995
1.9523904324,73.778282166,1272.616,0.518969059,2.572924614,152.74572754
1.9524502754,75.249183655,1272.768,0.5442895889,2.5036125183,153.87820435
1.9644682407,76.546173096,1272.92,0.5525453091,2.441352129,154.34291077
1.9799721241,78.679649353,1273.072,0.5350943208,2.4382154942,155.9563446
1.9883823395,79.511680603,1273.224,0.5110952258,2.5784945488,157.63706969999996
1.9852513075,80.957008362,1273.376,0.4642825723,2.5840306282,157.98019409
1.9734182358,81.829681396,1273.528,0.4273909628,2.517332077,157.03970337
1.9659119844,82.002838135,1273.68,0.4406434,2.5118844509,154.46029663
1.9689574242,78.511177063,1273.832,0.4902985394,2.630771637,152.75494385
1.983104825,75.050422668,1273.984,0.5402343273,2.7194929123,151.5614624
1.9886456728,72.468803406,1274.136,0.5290462375,2.6447002888,150.51325989
1.9898254871,72.99710083,1274.288,0.4857257605,2.5905230045,150.27574158
1.9974504709,69.347122192,1274.44,0.4447283149,2.6524105072,149.98695374
2.011474371,71.323913574,1274.592,0.4567176104,2.8041665554,150.03419495
2.0123124123,74.143798828,1274.744,0.4956999719,2.8466000557,150.02624512
2.0020976067,79.371856689,1274.896,0.5111762881,2.8196392059,149.89228821
1.9903684855,78.238609314,1275.048,0.479767859,2.789842844,150.52644348
1.9868665934,78.04582977300001,1275.2,0.4362666607,2.8052339554000003,151.42451477
1.9859213829,74.564712524,1275.352,0.4486746192,2.8118770123,153.72543335
1.9846446514,73.341941833,1275.504,0.4890710115,2.7689273357,155.87103271
1.9791353941,71.44284057600001,1275.656,0.5140709281,2.7119605541000005,156.41604614
1.976118803,77.454521179,1275.808,0.492755264,2.7119035721,156.74304199
1.972543478,76.476715088,1275.96,0.4754736722,2.7269220352,156.625
1.9702072144,74.280578613,1276.112,0.4712070525,2.7531344891,155.53256226
1.9608509541,69.166320801,1276.264,0.4807189405,2.7440814972000003,154.54708862
1.9571745396,68.119392395,1276.4160000000004,0.5392791033,2.676265955,154.48669434
1.9559710026,72.781417847,1276.568,0.562302947,2.6093802452,153.8815918
1.9620724916,75.465545654,1276.72,0.5478494763,2.578517437,154.55253601
1.9752510786,78.903945923,1276.872,0.5047841072,2.6297402382,155.9619751
1.9836043119,79.457618713,1277.024,0.4760272801,2.6686244011,156.83143616
1.98416996,77.505691528,1277.1760000000004,0.4922373593,2.6597177982,156.73809814
1.9723994732,77.737564087,1277.328,0.4666203856,2.6301391125,156.26300049
1.9663118124,74.07219696,1277.48,0.5143212079999999,2.6070158482,156.20957947
1.9617739916,73.41361236600001,1277.632,0.5325138569,2.6251823902,155.41009521
1.9643483162,72.021209717,1277.784,0.5347782373,2.651289463,153.81542969
1.973474741,72.864212036,1277.936,0.4928137362,2.6469874382,151.89093018
1.9783656597,72.912719727,1278.088,0.4625101388,2.6415250301,150.16123962
1.9756851196,74.894966125,1278.24,0.4770267904,2.5921008587,150.25415039
1.9614672661,77.45065307600001,1278.392,0.479529202,2.5598857403,151.9029541
1.9565968513,79.71317291300001,1278.544,0.48030442,2.5572211742,153.69844055
1.9597849846,78.454147339,1278.696,0.4997899532,2.6154878139,154.64987183
1.9699532986,78.033325195,1278.848,0.4986181259,2.6577394009,154.47355652
1.9731706381,79.959114075,1279.0,0.4990704656,2.6459608078,152.70970154
1.9708015919,77.663108826,1279.152,0.4646876156000001,2.5655133724,152.0841217
1.9620181322,76.775245667,1279.304,0.4475454986,2.536826849,152.41668701
1.9599989653,69.02255249,1279.456,0.4297265112,2.5531201363,153.5216217
1.9722932577,73.215499878,1279.608,0.4213093221,2.5649349689,153.8354187
1.9934613705,71.735359192,1279.76,0.4318738878,2.4958772659,153.99342346
1.9916783571,73.53044891399999,1279.912,0.4437762499,2.4489636421000003,154.03579712
1.9699684381,71.52262878399999,1280.064,0.4813005328,2.4445354939,153.31970215
1.9442673922,65.90629577600001,1280.216,0.4772048295,2.440384388,152.4178009
1.9375133514,63.78416442899999,1280.368,0.4697829783,2.4156210423,150.40190125
1.9379246235,59.399036407,1280.52,0.4390967488000001,2.3235211372,147.75207519999995
1.9411453009,64.823371887,1280.672,0.4327908158,2.3120291233000003,145.27224731
1.9499875307,60.609806061,1280.8239999999996,0.4495877028,2.3009550571,145.35150146
1.9605987072,63.485691071000005,1280.976,0.4466848373,2.3778607845,147.74830627
1.9689577818,62.34205246,1281.128,0.4493719935,2.4356865883000003,148.36357117
1.9639874697,67.089080811,1281.28,0.4577024281,2.4209911823,149.66325378
1.9462826252,63.785194397,1281.432,0.4514632821,2.4595477581,150.99101257
1.9341253042,65.070297241,1281.5839999999996,0.4686962068,2.5303914547,151.75067139
1.9311579466,62.826625824,1281.736,0.4524256587,2.6262338161,152.6302948
1.9386640787,64.871032715,1281.888,0.4813900292,2.6783926487,153.32649231
1.9476819038,61.202732086000005,1282.04,0.4751384556,2.6389985085,151.84159851
1.9528076649,58.250396728999995,1282.192,0.4584478736,2.5364563465,149.69668579
1.9532881975,58.308624268,1282.344,0.4308607876,2.3514642715000003,147.75544739
1.9425654411,60.915447235,1282.496,0.408320576,2.2345283031,147.68670654
1.9243792295,62.140148163,1282.648,0.425034225,2.1748986244,147.61869812
1.9009635448,59.027816772,1282.8,0.5286685824,2.1365785599,148.34393311
1.8835029602,57.406581878999994,1282.952,0.6093859672999999,2.0905001163,149.47677612
1.8763232231,56.596424103000004,1283.104,0.625148952,2.0579855442,149.50286865
1.878885746,57.93012619,1283.256,0.5652308464,2.1739873886,150.11828613
1.8886163235,56.543209076000004,1283.408,0.5267287493,2.393661499,150.41021729
1.9079893827,60.580780028999996,1283.56,0.5410401225,2.5499601364,150.05012512
1.9345302582,60.686634063999996,1283.712,0.5432708859000001,2.4928808212,148.28926086
1.9435580969,66.467819214,1283.864,0.5476290584000001,2.2861945629,148.33866882
1.9274048805,69.875495911,1284.016,0.5261041522,2.2020139694,153.13891602
1.9070389271,71.527702332,1284.168,0.5461524725,2.1736752987,154.33590698
1.8897098303,71.013320923,1284.32,0.5366415977000001,2.2266056538,154.2318573
1.8864774704,67.83684539800001,1284.472,0.5249153376,2.2290685177,155.47238159
1.8800884485,70.05612182600001,1284.624,0.476923883,2.1867587566,154.07208252
1.8741889,72.786911011,1284.776,0.4397819936,2.1003684998,151.87310791
1.8655019999,74.504592896,1284.928,0.4652529359000001,2.0026540756,150.49919128
1.8533593416,70.651702881,1285.08,0.4967162609,1.9679942131,150.08210754
1.8469456434,67.97902679399999,1285.232,0.5479353666,1.9364440441,150.27270508
1.8370307684,69.131523132,1285.384,0.5775716304999999,1.9766815901,151.93136597
1.8341168165,71.39607238800001,1285.536,0.5638055800999999,2.0999290943,153.64862061
1.8379985094,71.678504944,1285.688,0.5243520736999999,2.2934834957,154.32933044
1.8514964581,75.575515747,1285.84,0.5296180248,2.3930623531,154.65313721
1.8605378866,79.66002655,1285.992,0.5303789972999999,2.3126192093,153.4624176
1.8616611958,80.52432251,1286.144,0.5403169394,2.1484982967,150.28062439
1.8546336889,81.445785522,1286.296,0.4789992273,2.0405454636,147.69013977
1.8532607555,77.567253113,1286.448,0.4535992146,2.0081903934,147.11775208
1.8537621498,81.93824005100001,1286.6,0.4585706294,2.0578479767,147.62945557
1.8547338247,81.783073425,1286.752,0.4924319983,2.1062438488,148.72451782
1.8554520607,82.332214355,1286.904,0.4823172987,2.1135928631,150.063797
1.8591213226,80.285774231,1287.056,0.4436082244,2.0885345936,151.34759521
1.8623639345,78.388320923,1287.208,0.4520926476,2.081133604,150.93862915
1.8620460033,79.288635254,1287.36,0.5152260064999999,2.0921561718,152.71429443
1.8572112322,70.223388672,1287.512,0.5546581149,2.0973379612,152.69088745
1.8540462255,74.027122498,1287.664,0.5304294229,2.1227786541,151.30870056
1.8577371836,75.810905457,1287.816,0.496686399,2.12078619,150.64291382
1.8637627363,86.21264648399998,1287.968,0.5036641359,2.1930141449,150.14361572
1.8803223372,86.959907532,1288.12,0.5225340724,2.2865133286000003,149.70799255
1.8948848248,82.908111572,1288.272,0.5075014234,2.3913531303,149.9675293
1.9044359922,80.067680359,1288.424,0.4884230494,2.4198439121,150.10511780000004
1.9025918245,78.345581055,1288.576,0.522708714,2.3011741638,149.77041626
1.8956420422,78.581138611,1288.728,0.5910214186,2.1880908012,151.28935242
1.8910411596,80.64415741,1288.88,0.6315834522,2.0986361504,150.56697083
1.8938199282,77.01776886,1289.032,0.5761886835,2.0910425186,148.34065247
1.8979467154,74.889831543,1289.184,0.4960486293,2.179100275,149.54652405
1.9010673761,74.63192749,1289.336,0.4410546124000001,2.2433526516,150.03848267
1.8941284418,75.899742126,1289.488,0.4158796072,2.343149662,149.72207642
1.8822407722,79.376792908,1289.64,0.4605071247,2.3956875801,150.59742737
1.8670492172,77.498664856,1289.792,0.5251408814999999,2.3728678226,150.84274292
1.8503533602,77.297309875,1289.944,0.5552260876,2.2613899708000003,152.54734802
1.8331426382,68.167709351,1290.096,0.5216770172,2.1461369991,149.98854065
1.8219115734,61.276592255,1290.248,0.4770001173,2.0769369602000003,138.48973083
1.8146775961,63.544239043999994,1290.4,0.4779191017,2.0821580887,136.37910461
1.81744802,68.397171021,1290.552,0.4833297431,2.0602090359,134.64276123
1.8208565712,74.959579468,1290.704,0.4878953099,2.0035920143,133.99227905
1.8240624666,67.94377136199999,1290.856,0.5073190928,1.8960955143,134.57783508
1.8124555349,68.56944274899999,1291.008,0.5179568529,1.8132504225,135.60766602
1.797115922,64.04904174800001,1291.16,0.5269215107,1.866512537,136.20065308
1.7910524607,65.921897888,1291.312,0.5242669582,2.0470306873,139.35865784
1.8100959063,61.046031952,1291.464,0.5191662908,2.3223929405000003,139.52958679
1.8489323854,61.13401413,1291.616,0.5148312449,2.4881219864,137.36715698
1.8998538256,59.406028748000004,1291.768,0.4892887771,2.5197188854,133.22261047
1.9398179054,60.22353363,1291.92,0.4757650495,2.4751861095,132.7893219
1.9525202513,61.96363830600001,1292.072,0.4780574143,2.4948401451,128.76989746
1.9406158924,68.705581665,1292.224,0.4796397388000001,2.5443623066,126.85832977
1.919355154,72.500267029,1292.376,0.4516827464,2.5691268444,120.61771393
1.9023491144,73.67797851600001,1292.528,0.424254328,2.4928417206,123.80356598
1.8902207613,71.62977600100001,1292.68,0.4318737984,2.3752605915,130.28181458
1.8880512714,72.48300170899999,1292.832,0.4579299688,2.2618076801,121.09098053
1.8915526867,71.355781555,1292.984,0.4656917155,2.2148377895,121.0949707
1.8955128193,70.290184021,1293.136,0.4724785686,2.2116372585,128.03086853
1.8939836025,69.098884583,1293.288,0.488493979,2.2287945747,132.93650818
1.8978379965,70.66545105,1293.44,0.4966109693,2.2190518379,143.21195984
1.9032857418,73.66217041,1293.592,0.4736402929,2.2001826763,143.14216614
1.9087724686,73.79258728,1293.744,0.4250201881,2.1918807030000003,143.47315979
1.9090707302,75.459976196,1293.896,0.3972739577,2.2362172604,143.62763977
1.90962708,77.288764954,1294.048,0.401663363,2.3395233154,144.0791626
1.9150365591,79.085166931,1294.2,0.409580946,2.549325943,144.22929382
1.9268155098,72.66464233399999,1294.352,0.4138897657,2.7031857967,143.33482361
1.9434964657,67.846313477,1294.504,0.4113161564,2.6864914894,141.80331421
1.960170269,64.49333190899999,1294.656,0.4431464076,2.5422112942,140.38935852
1.9681952,67.00202179,1294.808,0.4764671326,2.3581724167,139.60307312
1.9691621065,64.616203308,1294.96,0.4935247302,2.2881903648,143.54698181
1.9646733999,68.944007874,1295.112,0.496774286,2.2835550308,144.93200684
1.9573569298,70.70629119899999,1295.264,0.5065084696,2.3363111019,148.8037262
1.9444723129,76.504867554,1295.4160000000004,0.5189929605,2.338449955,150.18510437
1.9312223196,77.524261475,1295.568,0.5159065722999999,2.3128304482,150.79725647
1.9261380434,76.93624115,1295.72,0.5086058974000001,2.3041055202000003,149.83148193
1.9282215834,73.31337738,1295.872,0.5202966928,2.3241434097,148.67582703
1.9307818413,75.701843262,1296.024,0.5275861621,2.317479372,148.01095581
1.9290604591,80.645378113,1296.1760000000004,0.5319207311,2.31534338,146.20050049
1.9296309948,79.864181519,1296.328,0.5088179111,2.3162615299,146.09112549
1.9352920055,77.339660645,1296.48,0.497151643,2.3433773518,146.15821838
1.9478265047,76.511222839,1296.632,0.4831925631,2.3674867153,145.15687561
1.9571408033,77.10393524199999,1296.784,0.4622392356,2.4383921623,145.71569824
1.9572547674,78.68778228800001,1296.936,0.4567482471,2.5261540413,145.35641479
1.9461114407,80.070411682,1297.088,0.4595740438000001,2.5864291191,144.95066833
1.9341105223,83.85978698699999,1297.24,0.4917688668,2.5803184509,143.2505188
1.9273947477,86.595901489,1297.392,0.5112374425,2.5272839069,144.00460815
1.9280467033,86.14225769,1297.544,0.5268790722,2.49756217,146.24809265
1.9267606735,90.614242554,1297.696,0.519911468,2.4675307274,147.83081055
1.922011137,94.015678406,1297.848,0.5059148072999999,2.4478325844,150.83590698
1.9237105846,99.068557739,1298.0,0.4906986356,2.4507353306,149.96333313
1.9298192263,99.01034545899999,1298.152,0.4882238805,2.4992697239,147.01174927
1.9397616386,99.264694214,1298.304,0.5124761461999999,2.5486974716,145.25054932
1.943212986,95.669425964,1298.456,0.5341174006,2.5376064777000003,145.24171448
1.9485827684,94.888725281,1298.608,0.5551784039000001,2.4779779911,144.19975281
1.9533371925,93.397186279,1298.76,0.5514515042,2.4320271015,146.81137085
1.9603421688,92.56883239700001,1298.912,0.5334516764,2.409150362,148.70704651
1.9618778229,94.12491607700001,1299.064,0.4954293966,2.440533638,148.11235046
1.9601612091,94.0756073,1299.216,0.4679374397,2.4970743656,147.04286194
1.9523595572,95.87350463899999,1299.368,0.4624584317,2.5332612991,147.27659607
1.9448549747,95.57091522200001,1299.52,0.4716756344,2.5265791416,145.85729980000005
1.9457759857,96.237167358,1299.672,0.4896781445,2.4939134121,144.90196228
1.9545605183,99.03706359899999,1299.8239999999996,0.5145092607,2.4696772099,144.89585876
1.9629985094,91.169013977,1299.976,0.5562816262,2.4581985474,143.13061523
1.9644960165,91.10793304399999,1300.128,0.5780030489,2.4795455933,141.93830872
1.9651114941,90.21472930899999,1300.28,0.5813401937,2.5087316036,142.37886047
1.9631943703,89.143829346,1300.432,0.5630248785,2.5282800198,142.16072083
1.9624783993,86.472038269,1300.5839999999996,0.5473064184,2.5137248039,141.10424805
1.9621146917,87.47924804700001,1300.736,0.5175523758,2.5015969276,141.65586853
1.9643859863,87.44483184799999,1300.888,0.4862883985,2.5184307098,140.17720032
1.9635046721,90.440223694,1301.04,0.4724772573,2.5670659542,140.12284851
1.9603387117,97.524742126,1301.192,0.4763671458,2.6116368771,138.75117493
1.9568421841,102.23870087,1301.344,0.4925132394,2.6258835793,139.4940033
1.9550881386,104.0149231,1301.496,0.4960482717,2.6194224358,140.44725037
1.9550032616,101.19960785,1301.648,0.5091612339,2.6658070087,140.36660767
1.9612439871,101.92396545,1301.8,0.5295706987,2.7316913605,140.93551636
1.9734114408,102.07550049,1301.952,0.5456475615999999,2.7045629025,140.50410461
1.9809142351,99.782920837,1302.104,0.5255156755,2.6000142097,137.43696594
1.9806656837,103.12747955,1302.256,0.479680419,2.4955999851,136.1333313
1.9772083759,108.65572357,1302.408,0.466355592,2.4380009174,136.41459656
1.9755029678,114.26275635,1302.56,0.484577477,2.4199409485,137.65980530000002
1.9767502546,115.50837708,1302.712,0.5129743218,2.4267866611,138.29641724
1.9798631668,113.73007202,1302.864,0.5149632692,2.4889833927,139.12153625
1.984107852,111.32437134,1303.016,0.5073958635,2.5337700844,139.83596802
1.9867417812,106.73422241,1303.168,0.5211967826,2.5488903522,137.78598022
1.9843164682,105.68235016,1303.32,0.5357913375,2.5472245216,137.61895752
1.9812791348,105.94532013,1303.472,0.5323543549,2.5425858498,136.96568298
1.9804999828,103.11878204,1303.624,0.4999099076,2.5152065754,138.44178772
1.9850511551,103.94869232,1303.776,0.4739360213,2.4889082909,139.34642029
